83	72.4	66
86	73.3	64
70	66	63
81	71.8	67
81	71.5	66
88	75	65
90	80.8	77
89	81.4	74
91	80.5	74
92	81.7	77
90	81	75
91	80.8	73
94	82.9	73
96	83.1	72
95	83.1	71
93	81	67
94	83.5	71
91	81.1	70
92	79.1	64
91	81.1	69
93	84.3	78
87	78.4	72
94	82.5	74
94	82.7	75
93	82.2	76
93	82.9	75
88	78.5	70
87	76	71
85	76.8	72
90	77.9	72
