62	55.8	52
53	51.7	50
52	48.8	47
56	49.8	46
53	50	47
57	51.3	46
66	51.3	39
70	58.8	48
69	58.1	43
55	52.6	50
58	52.9	50
63	54.7	50
67	57.3	47
70	60.4	50
58	54.9	53
61	54.4	48
70	56.7	43
58	55	52
73	59	44
62	56.8	49
57	55.2	52
62	56.1	50
63	56	50
59	57.6	55
60	57.1	55
68	59.8	54
78	62.1	51
82	67.9	54
73	63.4	53
62	58.6	54
