86	73.2	60
84	72	60
75	63.5	56
68	57.7	52
64	56.9	50
54	50	44
61	51.2	44
67	56.4	49
66	56.6	46
65	56.8	48
59	55.5	53
72	60	51
63	60.2	57
64	59.2	57
67	59.8	53
72	62.1	53
78	65.9	53
73	64.1	57
75	64.6	54
81	70	59
88	75.6	61
76	66.5	58
76	62.8	55
82	68.2	56
87	77.1	66
101	85.5	70
102	88.7	73
107	91.7	71
84	70.5	62
73	65.8	60
