77	66.8	55
78	68.9	61
79	68.5	63
82	72.9	69
92	79.4	66
93	81.5	69
93	82.4	73
86	77.1	73
88	79.1	71
83	75.7	66
67	64.8	63
78	69.1	64
78	70	64
84	72.9	66
80	72.3	66
79	71.7	64
78	69.8	58
84	73.9	61
88	76.2	68
89	78	67
88	77.2	72
75	69.2	62
76	66.3	55
79	68.8	57
80	70.5	59
85	76.2	69
90	80.7	74
93	83.3	72
95	84.9	76
97	85.4	77
